concept_id,concept_code,concept_name,vocabulary_id,outcome_set_id,outcome_set_name
44810526,8.79E+14,Subtalar osteoarthritis secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
44810531,8.79E+14,Calcaneocuboid osteoarthritis secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
44810537,8.79E+14,Osteoarthritis of midfoot secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
44810541,8.79E+14,Osteoarthritis of first metatarsophalangeal joint secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
44813975,8.79E+14,Osteoarthritis of ankle secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
45763802,700316000,Subtalar osteoarthritis secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
45763803,700317009,Calcaneocuboid osteoarthritis secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
45763804,700318004,Osteoarthritis of ankle secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
45763815,700331009,Talonavicular osteoarthritis secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
45763819,700336004,Osteoarthritis of first metatarsophalangeal joint secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
45765981,703054007,Osteoarthritis of midfoot secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
437082,9631008,Ankylosing spondylitis,SNOMED,18,Ankylosing Spondylitis
1570654,M45,Ankylosing spondylitis,ICD10CM,18,Ankylosing Spondylitis
4030579,129564003,Ankylosing spondylarthritis and eye lesions,SNOMED,18,Ankylosing Spondylitis
4035614,239810002,Ankylosing spondylitis with organ / system involvement,SNOMED,18,Ankylosing Spondylitis
4035741,239811003,Ankylosing spondylitis with multisystem involvement,SNOMED,18,Ankylosing Spondylitis
4060449,162930007,On examination - ankylosing spondylitis chest deformity,SNOMED,18,Ankylosing Spondylitis
4079735,239806000,Juvenile spondyloarthropathy,SNOMED,18,Ankylosing Spondylitis
4083681,239805001,Juvenile ankylosing spondylitis,SNOMED,18,Ankylosing Spondylitis
35208754,M08.1,Juvenile ankylosing spondylitis,ICD10CM,18,Ankylosing Spondylitis
37203959,786077003,Ankylosing spondylitis co-occurrent with anterior uveitis,SNOMED,18,Ankylosing Spondylitis
40320828,156619005,Ankylosing spondylitis,SNOMED,18,Ankylosing Spondylitis
40400227,201802002,Juvenile ankylosing spondylitis,SNOMED,18,Ankylosing Spondylitis
42616731,M08.10,"Juvenile ankylosing spondylitis, multiple sites",ICD10,18,Ankylosing Spondylitis
42616732,M08.11,"Juvenile ankylosing spondylitis, shoulder region",ICD10,18,Ankylosing Spondylitis
42616733,M08.13,"Juvenile ankylosing spondylitis, forearm",ICD10,18,Ankylosing Spondylitis
42616734,M08.14,"Juvenile ankylosing spondylitis, hand",ICD10,18,Ankylosing Spondylitis
42616735,M08.15,"Juvenile ankylosing spondylitis, pelvic region and thigh",ICD10,18,Ankylosing Spondylitis
42616736,M08.16,"Juvenile ankylosing spondylitis, lower leg",ICD10,18,Ankylosing Spondylitis
42616737,M08.17,"Juvenile ankylosing spondylitis, ankle and foot",ICD10,18,Ankylosing Spondylitis
42616738,M08.18,"Juvenile ankylosing spondylitis, other",ICD10,18,Ankylosing Spondylitis
42616739,M08.19,"Juvenile ankylosing spondylitis, site unspecified",ICD10,18,Ankylosing Spondylitis
42619386,M08.12,"Juvenile ankylosing spondylitis, upper arm",ICD10,18,Ankylosing Spondylitis
45533840,M45.1,Ankylosing spondylitis of occipito-atlanto-axial region,ICD10CM,18,Ankylosing Spondylitis
45533841,M45.2,Ankylosing spondylitis of cervical region,ICD10CM,18,Ankylosing Spondylitis
45543577,M45.5,Ankylosing spondylitis of thoracolumbar region,ICD10CM,18,Ankylosing Spondylitis
45548418,M45.0,Ankylosing spondylitis of multiple sites in spine,ICD10CM,18,Ankylosing Spondylitis
45548419,M45.6,Ankylosing spondylitis lumbar region,ICD10CM,18,Ankylosing Spondylitis
45553184,M45.4,Ankylosing spondylitis of thoracic region,ICD10CM,18,Ankylosing Spondylitis
45567561,M45.8,Ankylosing spondylitis sacral and sacrococcygeal region,ICD10CM,18,Ankylosing Spondylitis
45582150,M45.9,Ankylosing spondylitis of unspecified sites in spine,ICD10CM,18,Ankylosing Spondylitis
45586969,M45.3,Ankylosing spondylitis of cervicothoracic region,ICD10CM,18,Ankylosing Spondylitis
45591841,M45,Ankylosing spondylitis,ICD10,18,Ankylosing Spondylitis
45601454,M45.7,Ankylosing spondylitis of lumbosacral region,ICD10CM,18,Ankylosing Spondylitis
45606073,M08.1,Juvenile ankylosing spondylitis,ICD10,18,Ankylosing Spondylitis
78799,13470001,Chronic ulcerative ileocolitis,SNOMED,19,Ulcerative Colitis
81893,64766004,Ulcerative colitis,SNOMED,19,Ulcerative Colitis
1569619,K51,Ulcerative colitis,ICD10CM,19,Ulcerative Colitis
1569628,K51.5,Left sided colitis,ICD10CM,19,Ulcerative Colitis
1569629,K51.51,Left sided colitis with complications,ICD10CM,19,Ulcerative Colitis
1569630,K51.8,Other ulcerative colitis,ICD10CM,19,Ulcerative Colitis
1569632,K51.9,"Ulcerative colitis, unspecified",ICD10CM,19,Ulcerative Colitis
3545198,8.22E+14,Ulcerative pancolitis,SNOMED,19,Ulcerative Colitis
3545214,8.23E+14,Left sided ulcerative colitis,SNOMED,19,Ulcerative Colitis
3545513,8.35E+14,Ulcerative pancolitis,SNOMED,19,Ulcerative Colitis
3545523,8.35E+14,Left sided ulcerative colitis,SNOMED,19,Ulcerative Colitis
4005188,12109003,Hemolytic anemia associated with ulcerative colitis,SNOMED,19,Ulcerative Colitis
4029372,128600008,Acute ulcerative colitis,SNOMED,19,Ulcerative Colitis
4031048,14311001,Severe chronic ulcerative colitis,SNOMED,19,Ulcerative Colitis
4057683,196990002,Ulcerative proctocolitis NOS,SNOMED,19,Ulcerative Colitis
4259504,410484008,Iritis with ulcerative colitis,SNOMED,19,Ulcerative Colitis
4301738,78324009,Mild chronic ulcerative colitis,SNOMED,19,Ulcerative Colitis
4302002,78712000,Moderate chronic ulcerative colitis,SNOMED,19,Ulcerative Colitis
37116301,732966008,Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis,SNOMED,19,Ulcerative Colitis
40317144,155764007,Ulcerative colitis,SNOMED,19,Ulcerative Colitis
40346310,266447004,Ulcerative colitis,SNOMED,19,Ulcerative Colitis
40364800,27701000,Proctocolitis,SNOMED,19,Ulcerative Colitis
40392452,196988003,Ulcerative colitis,SNOMED,19,Ulcerative Colitis
40479839,444548001,Ulcerative pancolitis,SNOMED,19,Ulcerative Colitis
40482865,445243001,Left sided ulcerative colitis,SNOMED,19,Ulcerative Colitis
44795679,4.13E+14,[X]Other ulcerative colitis,SNOMED,19,Ulcerative Colitis
45533604,K51.5,Left sided colitis,ICD10,19,Ulcerative Colitis
45557655,K51,Ulcerative colitis,ICD10,19,Ulcerative Colitis
45567310,K51.90,"Ulcerative colitis, unspecified, without complications",ICD10CM,19,Ulcerative Colitis
45586718,K51.50,Left sided colitis without complications,ICD10CM,19,Ulcerative Colitis
45586720,K51.8,Other ulcerative colitis,ICD10,19,Ulcerative Colitis
45586721,K51.80,Other ulcerative colitis without complications,ICD10CM,19,Ulcerative Colitis
45605941,K51.9,"Ulcerative colitis, unspecified",ICD10,19,Ulcerative Colitis
45755436,K51.1,Ulcerative (chronic) ileocolitis,ICD10,19,Ulcerative Colitis
80182,396230008,Dermatomyositis,SNOMED,20,Dermatomyositis
1326704,M33.03,Juvenile dermatomyositis without myopathy,ICD10CM,20,Dermatomyositis
1326705,M33.13,Other dermatomyositis without myopathy,ICD10CM,20,Dermatomyositis
1326706,M33.93,"Dermatopolymyositis, unspecified without myopathy",ICD10CM,20,Dermatomyositis
1570614,M33,Dermatopolymyositis,ICD10CM,20,Dermatomyositis
1570615,M33.0,Juvenile dermatomyositis,ICD10CM,20,Dermatomyositis
1570616,M33.1,Other dermatomyositis,ICD10CM,20,Dermatomyositis
1570618,M33.9,"Dermatopolymyositis, unspecified",ICD10CM,20,Dermatomyositis
4005037,1212005,Childhood type dermatomyositis,SNOMED,20,Dermatomyositis
4033497,238936001,Sclerodermatomyositis,SNOMED,20,Dermatomyositis
4081250,238935002,Dermatomyositis sine myositis,SNOMED,20,Dermatomyositis
4084268,281358000,Idiopathic dermatomyositis,SNOMED,20,Dermatomyositis
4214825,396229003,Adult type dermatomyositis,SNOMED,20,Dermatomyositis
4314120,86365006,Poikilodermatomyositis,SNOMED,20,Dermatomyositis
37395588,3.12E+14,Juvenile dermatomyositis co-occurrent with respiratory involvement,SNOMED,20,Dermatomyositis
40320285,156456005,Dermatomyositis,SNOMED,20,Dermatomyositis
40405495,201445002,Dermatomyositis (& [Poikilodermatomyositis]),SNOMED,20,Dermatomyositis
40405496,201446001,Juvenile dermatomyositis,SNOMED,20,Dermatomyositis
40558188,38826005,Dermatomyositis,SNOMED,20,Dermatomyositis
44801345,4.62E+14,[X]Other dermatomyositis,SNOMED,20,Dermatomyositis
45533827,M33.09,Juvenile dermatomyositis with other organ involvement,ICD10CM,20,Dermatomyositis
45538753,M33.1,Other dermatomyositis,ICD10,20,Dermatomyositis
45553168,M33.19,Other dermatomyositis with other organ involvement,ICD10CM,20,Dermatomyositis
45553169,M33.9,"Dermatopolymyositis, unspecified",ICD10,20,Dermatomyositis
45553170,M33.90,"Dermatopolymyositis, unspecified, organ involvement unspecified",ICD10CM,20,Dermatomyositis
45557864,M33.01,Juvenile dermatomyositis with respiratory involvement,ICD10CM,20,Dermatomyositis
45562710,M33.10,"Other dermatomyositis, organ involvement unspecified",ICD10CM,20,Dermatomyositis
45567546,M33,Dermatopolymyositis,ICD10,20,Dermatomyositis
45567547,M33.00,"Juvenile dermatomyositis, organ involvement unspecified",ICD10CM,20,Dermatomyositis
45572446,M33.11,Other dermatomyositis with respiratory involvement,ICD10CM,20,Dermatomyositis
45572447,M33.91,"Dermatopolymyositis, unspecified with respiratory involvement",ICD10CM,20,Dermatomyositis
45582127,M33.92,"Dermatopolymyositis, unspecified with myopathy",ICD10CM,20,Dermatomyositis
45586956,M33.99,"Dermatopolymyositis, unspecified with other organ involvement",ICD10CM,20,Dermatomyositis
45591821,M33.02,Juvenile dermatomyositis with myopathy,ICD10CM,20,Dermatomyositis
45591822,M33.12,Other dermatomyositis with myopathy,ICD10CM,20,Dermatomyositis
45601435,M33.0,Juvenile dermatomyositis,ICD10,20,Dermatomyositis
44796752,4.20E+14,"[X]Dermatopolymyositis, unspecified",SNOMED,20,Dermatomyositis
80182,396230008,Dermatomyositis,SNOMED,20,Dermatomyositis
44796752,4.20E+14,"[X]Dermatopolymyositis, unspecified",SNOMED,21,Polymyositis
80182,396230008,Dermatomyositis,SNOMED,21,Polymyositis
45582127,M33.92,"Dermatopolymyositis, unspecified with myopathy",ICD10CM,21,Polymyositis
45586956,M33.99,"Dermatopolymyositis, unspecified with other organ involvement",ICD10CM,21,Polymyositis
80800,31384009,Polymyositis,SNOMED,21,Polymyositis
1570617,M33.2,Polymyositis,ICD10CM,21,Polymyositis
4055369,196136009,Lung disease with polymyositis,SNOMED,21,Polymyositis
4084780,281357005,Idiopathic polymyositis,SNOMED,21,Polymyositis
4343926,239898008,Polymyositis with malignant disease,SNOMED,21,Polymyositis
4345576,240120003,Eosinophilic polymyositis,SNOMED,21,Polymyositis
4346977,239899000,Polymyositis associated with autoimmune disease,SNOMED,21,Polymyositis
37395589,3.18E+14,Myopathy co-occurrent and due to polymyositis,SNOMED,21,Polymyositis
40320286,156457001,Polymyositis,SNOMED,21,Polymyositis
45548402,M33.20,"Polymyositis, organ involvement unspecified",ICD10CM,21,Polymyositis
45557865,M33.22,Polymyositis with myopathy,ICD10CM,21,Polymyositis
45567548,M33.2,Polymyositis,ICD10,21,Polymyositis
45591823,M33.29,Polymyositis with other organ involvement,ICD10CM,21,Polymyositis
45596564,M33.21,Polymyositis with respiratory involvement,ICD10CM,21,Polymyositis
139803,47000000,Acute transverse myelitis,SNOMED,22,Transverse Myelitis
4044077,230378004,Acute non-infective transverse myelitis,SNOMED,22,Transverse Myelitis
35207373,G37.3,Acute transverse myelitis in demyelinating disease of central nervous system,ICD10CM,22,Transverse Myelitis
45605536,G37.3,Acute transverse myelitis in demyelinating disease of central nervous system,ICD10,22,Transverse Myelitis
72398,62918002,Arthropathy in Behcet's syndrome,SNOMED,23,Behcets Disease
72399,201492003,Arthropathy in Behcet's syndrome of multiple sites,SNOMED,23,Behcets Disease
74720,201491005,Arthropathy in Behcet's syndrome of the ankle and/or foot,SNOMED,23,Behcets Disease
76776,201490006,Arthropathy in Behcet's syndrome of the lower leg,SNOMED,23,Behcets Disease
76778,201489002,Arthropathy in Behcet's syndrome of the pelvic region and thigh,SNOMED,23,Behcets Disease
81100,201488005,Arthropathy in Behcet's syndrome of the hand,SNOMED,23,Behcets Disease
81656,201485008,Arthropathy in Behcet's syndrome of the shoulder region,SNOMED,23,Behcets Disease
436642,310701003,Behcet's syndrome,SNOMED,23,Behcets Disease
438503,201487000,Arthropathy in Behcet's syndrome of the forearm,SNOMED,23,Behcets Disease
439352,201486009,Arthropathy in Behcet's syndrome of the upper arm,SNOMED,23,Behcets Disease
3533066,5.67E+14,Arthropathy in Behcet's syndrome of unspecified site,SNOMED,23,Behcets Disease
3569218,5.95E+14,Arthropathy in Behcet's syndrome of other specified sites,SNOMED,23,Behcets Disease
4063586,201493008,Arthropathy in Behcet's syndrome of other specified sites,SNOMED,23,Behcets Disease
4067202,201494002,Arthropathy in Behcet's syndrome NOS,SNOMED,23,Behcets Disease
4070155,21542005,"Behcet's syndrome, neurologic type",SNOMED,23,Behcets Disease
4138971,3275009,"Behcet's syndrome, vascular type",SNOMED,23,Behcets Disease
4146247,267884002,Arthropathy in Behcet's syndrome of unspecified site,SNOMED,23,Behcets Disease
4176016,428169009,Arthropathy in Behcet's syndrome of the ankle,SNOMED,23,Behcets Disease
4176931,427967009,Arthropathy in Behcet's syndrome of the spine,SNOMED,23,Behcets Disease
4202809,54034003,"Behcet's syndrome, intestinal type",SNOMED,23,Behcets Disease
4203452,53485006,"Behcet's syndrome, incomplete type",SNOMED,23,Behcets Disease
4211990,57484009,"Behcet's syndrome, complete type",SNOMED,23,Behcets Disease
4293711,403443000,Behçet's disease affecting oral mucosa,SNOMED,23,Behcets Disease
4343930,239922003,Behcet's disease with multisystem involvement,SNOMED,23,Behcets Disease
4347061,239921005,Behcet's disease with organ/system involvement,SNOMED,23,Behcets Disease
35208833,M35.2,Behcet's disease,ICD10CM,23,Behcets Disease
40320119,154424000,Behcet's disease,SNOMED,23,Behcets Disease
40405898,201484007,Arthropathy in Behcet's syndrome (& [unspecified site]),SNOMED,23,Behcets Disease
40585629,41225007,Behçet's syndrome,SNOMED,23,Behcets Disease
45548404,M35.2,Behçet disease,ICD10,23,Behcets Disease
76685,91637004,Myasthenia gravis,SNOMED,24,Myasthenia Gravis
1568401,G70.0,Myasthenia gravis,ICD10CM,24,Myasthenia Gravis
4043730,230686005,Generalized myasthenia,SNOMED,24,Myasthenia Gravis
4045732,230687001,Myopathy in myasthenia gravis,SNOMED,24,Myasthenia Gravis
4046355,230669004,Genetically determined myasthenia,SNOMED,24,Myasthenia Gravis
4048782,230684008,Ocular myasthenia,SNOMED,24,Myasthenia Gravis
4102496,193208002,Myasthenia gravis NOS,SNOMED,24,Myasthenia Gravis
4105021,193207007,Juvenile or adult myasthenia gravis,SNOMED,24,Myasthenia Gravis
4135454,31839002,"Myasthenia gravis, adult form",SNOMED,24,Myasthenia Gravis
4189667,414927004,Ocular myasthenia with strabismus,SNOMED,24,Myasthenia Gravis
4204694,55051001,"Myasthenia gravis, juvenile form",SNOMED,24,Myasthenia Gravis
40322815,155092009,Myasthenia gravis,SNOMED,24,Myasthenia Gravis
43531560,7.75E+13,Myasthenia gravis with exacerbation,SNOMED,24,Myasthenia Gravis
43531561,7.75E+13,Myasthenia gravis without exacerbation,SNOMED,24,Myasthenia Gravis
44797408,4.33E+14,[X]Myasthenic syndromes in endocrine diseases classified elsewhere,SNOMED,24,Myasthenia Gravis
44800181,4.64E+14,[X]Myasthenic syndromes in other diseases classified elsewhere,SNOMED,24,Myasthenia Gravis
45557252,G70.00,Myasthenia gravis without (acute) exacerbation,ICD10CM,24,Myasthenia Gravis
45566900,G70.01,Myasthenia gravis with (acute) exacerbation,ICD10CM,24,Myasthenia Gravis
45576606,G70.0,Myasthenia gravis,ICD10,24,Myasthenia Gravis
134618,60216004,Toxic diffuse goiter with thyrotoxic crisis,SNOMED,25,Graves Disease
138717,267374005,Toxic diffuse goiter,SNOMED,25,Graves Disease
1567896,E05.0,Thyrotoxicosis with diffuse goiter,ICD10CM,25,Graves Disease
3573203,6.04E+14,Toxic diffuse goitre NOS,SNOMED,25,Graves Disease
4030350,237824009,Juvenile Graves' disease,SNOMED,25,Graves Disease
4034811,237499004,Thyrotoxicosis due to Graves' disease,SNOMED,25,Graves Disease
4049335,15470004,Toxic diffuse goiter with acropachy,SNOMED,25,Graves Disease
4095104,26151008,Graves' disease with acropachy AND with thyrotoxic crisis,SNOMED,25,Graves Disease
4095901,190243000,Toxic diffuse goiter NOS,SNOMED,25,Graves Disease
4165874,479003,Graves' disease with pretibial myxedema AND with thyrotoxic crisis,SNOMED,25,Graves Disease
4185522,55807009,Exophthalmos due to toxic diffuse goiter,SNOMED,25,Graves Disease
4232076,353295004,Graves' disease,SNOMED,25,Graves Disease
4243976,60268006,Toxic diffuse goiter with pretibial myxedema,SNOMED,25,Graves Disease
4279396,367367004,Basedow's disease,SNOMED,25,Graves Disease
4280939,66628005,Toxic diffuse goiter with exophthalmos AND with thyrotoxic storm,SNOMED,25,Graves Disease
40320731,154656003,Toxic diffuse goiter,SNOMED,25,Graves Disease
40386261,190240002,Toxic diffuse goiter (& [Basedow's disease] or [Graves' disease]),SNOMED,25,Graves Disease
40438630,237823003,Graves' disease,SNOMED,25,Graves Disease
40547692,367449005,Graves' disease,SNOMED,25,Graves Disease
45557103,E05.00,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm,ICD10CM,25,Graves Disease
45595787,E05.01,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm,ICD10CM,25,Graves Disease
45600628,E05.0,Thyrotoxicosis with diffuse goitre,ICD10,25,Graves Disease
436956,75331009,Evans syndrome,SNOMED,26,Anemia
441269,413603009,Autoimmune hemolytic anemia,SNOMED,26,Anemia
725238,D59.10,"Autoimmune hemolytic anemia, unspecified",ICD10CM,26,Anemia
725239,D59.11,Warm autoimmune hemolytic anemia,ICD10CM,26,Anemia
725240,D59.12,Cold autoimmune hemolytic anemia,ICD10CM,26,Anemia
725241,D59.13,Mixed type autoimmune hemolytic anemia,ICD10CM,26,Anemia
725242,D59.19,Other autoimmune hemolytic anemia,ICD10CM,26,Anemia
4005188,12109003,Hemolytic anemia associated with ulcerative colitis,SNOMED,26,Anemia
4009790,111582001,Hemolytic anemia associated with rheumatic disorder,SNOMED,26,Anemia
4039536,11781007,Autoimmune hemolytic anemia due to complement,SNOMED,26,Anemia
4077896,18889005,Hemolytic anemia associated with chronic inflammatory disease,SNOMED,26,Anemia
4098017,191210005,Primary cold-type hemolytic anemia,SNOMED,26,Anemia
4098753,191211009,Primary warm-type hemolytic anemia,SNOMED,26,Anemia
4098755,191215000,Autoimmune hemolytic anemia NOS,SNOMED,26,Anemia
4130191,127052005,Secondary warm autoimmune hemolytic anemia,SNOMED,26,Anemia
4130679,127051003,Primary (idiopathic) warm autoimmune hemolytic anemia,SNOMED,26,Anemia
4130680,127061005,"Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement",SNOMED,26,Anemia
4131127,127050002,Secondary autoimmune hemolytic anemia,SNOMED,26,Anemia
4131128,127055007,Chronic cold agglutinin disease,SNOMED,26,Anemia
4131915,127049002,Primary (idiopathic) autoimmune hemolytic anemia,SNOMED,26,Anemia
4131917,127057004,Paroxysmal cold hemoglobinuria,SNOMED,26,Anemia
4143167,33491002,Autoimmune hemolytic anemia due to IgA plus complement,SNOMED,26,Anemia
4146745,30048004,Cold erythema associated with hemolysins,SNOMED,26,Anemia
4149042,35703006,Post-viral paroxysmal cold hemoglobinuria,SNOMED,26,Anemia
4160887,398937006,Cold autoimmune hemolytic anemia,SNOMED,26,Anemia
4174376,50253007,Secondary paroxysmal cold hemoglobinuria,SNOMED,26,Anemia
4209139,5603006,Autoimmune hemolytic anemia due to IgG,SNOMED,26,Anemia
4215784,71832003,Autoimmune hemolytic anemia due to IgM,SNOMED,26,Anemia
4219853,3978000,Warm autoimmune hemolytic anemia,SNOMED,26,Anemia
4238904,91411007,Autoimmune hemolytic anemia due to IgA,SNOMED,26,Anemia
4269919,62609001,Autoimmune hemolytic anemia due to IgG plus complement,SNOMED,26,Anemia
4271197,62871001,Idiopathic paroxysmal cold hemoglobinuria,SNOMED,26,Anemia
4281372,66184009,Hemolytic anemia associated with lymphoproliferative disorder,SNOMED,26,Anemia
4320480,69746005,Hemolytic anemia associated with systemic lupus erythematosus,SNOMED,26,Anemia
35206732,D59.1,Other autoimmune hemolytic anemias,ICD10CM,26,Anemia
36713763,718716008,Autoimmune hemolytic anemia mixed type,SNOMED,26,Anemia
37116297,732962005,Secondary autoimmune hemolytic anemia co-occurrent and due to chronic inflammatory disease,SNOMED,26,Anemia
37116298,732963000,Secondary autoimmune hemolytic anemia co-occurrent and due to lymphoproliferative disorder,SNOMED,26,Anemia
37116300,732965007,Secondary autoimmune hemolytic anemia co-occurrent and due to rheumatic disorder,SNOMED,26,Anemia
37116301,732966008,Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis,SNOMED,26,Anemia
37117740,732960002,Secondary autoimmune hemolytic anemia co-occurrent and due to systemic lupus erythematosus,SNOMED,26,Anemia
40310689,1468004,Cold autoimmune hemolytic anemia,SNOMED,26,Anemia
40321691,154803002,Autoimmune hemolytic anemia,SNOMED,26,Anemia
40390052,191209000,(Autoimmune hemolytic anemias) or (Coombs positive hemolysis),SNOMED,26,Anemia
40390393,191224009,Cold Donath Landsteiner type autoimmune hemolytic anemia,SNOMED,26,Anemia
40431447,234382005,Cold hemagglutinin disease,SNOMED,26,Anemia
44795774,4.11E+14,[X]Other autoimmune haemolytic anaemias,SNOMED,26,Anemia
45557091,D69.41,Evans syndrome,ICD10CM,26,Anemia
45566703,D59.1,Other autoimmune haemolytic anaemias,ICD10,26,Anemia
